Accidents,Date,Country,Aircraft.Category,Make,Purpose.of.flight,Fatal.Injuries,Serious.Injuries,Minor.Injuries,Uninjured,Year
Accident,2001-06-03,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2001
Accident,2006-11-04,United States,Airplane,Aircraft Mfg & Dev. Co. (amd),Personal,2.0,0.0,0.0,0.0,2006
Accident,2006-12-07,United States,Airplane,Mooney,Personal,1.0,0.0,0.0,0.0,2006
Accident,2007-01-15,United States,Airplane,Partenavia,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-03-07,United States,Airplane,Piper,Personal,3.0,0.0,0.0,0.0,2007
Accident,2007-04-19,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-04-20,United States,Airplane,Cessna,Personal,3.0,0.0,0.0,0.0,2007
Accident,2007-04-26,United States,Airplane,Piper Aircraft,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-05-03,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-05-23,United States,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,2007
Accident,2007-07-08,United States,Airplane,Mooney,Personal,2.0,2.0,0.0,0.0,2007
Accident,2007-07-15,United States,Airplane,Piper,Personal,0.0,1.0,0.0,0.0,2007
Accident,2007-08-11,United States,Airplane,Stout Gordon,Personal,0.0,0.0,2.0,0.0,2007
Accident,2007-08-12,United States,Airplane,Falcon Safety Craft Inc,Personal,0.0,1.0,0.0,0.0,2007
Accident,2007-08-19,United States,Airplane,Niva,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-08-22,United States,Airplane,Beechcraft,Personal,0.0,2.0,2.0,0.0,2007
Accident,2007-08-24,United States,Airplane,Socata,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-08-25,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-08-26,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-08-30,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2007
Accident,2007-09-01,United States,Airplane,Beechcraft,Personal,5.0,0.0,0.0,0.0,2007
Accident,2007-09-02,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2007
Accident,2007-09-02,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-09-03,United States,Airplane,Yakovlev,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-09-06,United States,Airplane,Piper,Personal,3.0,0.0,0.0,0.0,2007
Accident,2007-09-11,United States,Airplane,Grumman American,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-09-14,United States,Airplane,Skykits,Personal,0.0,0.0,0.0,2.0,2007
Accident,2007-09-17,United States,Airplane,Root,Personal,0.0,1.0,1.0,0.0,2007
Accident,2007-09-19,United States,Airplane,Ortiz G/saint J,Personal,0.0,0.0,0.0,1.0,2007
Accident,2007-09-21,United States,Airplane,Temco,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-09-21,United States,Airplane,North American,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-09-22,United States,Airplane,Grumman,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-09-22,United States,Airplane,Cessna,Personal,1.0,1.0,0.0,0.0,2007
Accident,2007-09-30,United States,Airplane,Beechcraft,Personal,0.0,0.0,2.0,0.0,2007
Accident,2007-10-04,United States,Airplane,Indus,Personal,0.0,1.0,1.0,0.0,2007
Accident,2007-10-05,United States,Airplane,Bellanca,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-10-05,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-10-07,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2007
Accident,2007-10-07,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-10-20,United States,Airplane,Ryan,Personal,0.0,0.0,0.0,1.0,2007
Accident,2007-10-23,United States,Airplane,Taylorcraft,Personal,0.0,0.0,1.0,1.0,2007
Accident,2007-10-28,United States,Airplane,Grumman American,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-11-03,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-11-04,United States,Airplane,Blondin,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-11-05,United States,Airplane,Vans Aircraft,Personal,0.0,0.0,1.0,0.0,2007
Accident,2007-11-08,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,2.0,2007
Accident,2007-11-08,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-11-09,United States,Airplane,Piper,Personal,3.0,0.0,0.0,0.0,2007
Accident,2007-11-27,United States,Airplane,Herink H R/herink R W,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-11-27,United States,Airplane,Cessna,Personal,2.0,1.0,0.0,0.0,2007
Accident,2007-11-28,United States,Airplane,Mooney,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-11-28,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-11-29,United States,Airplane,Swearingen T R/masters W,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-12-01,United States,Airplane,Porter Glen,Personal,0.0,1.0,0.0,0.0,2007
Accident,2007-12-08,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-12-09,United States,Airplane,Beechcraft,Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-12-11,United States,Airplane,Beechcraft,Personal,3.0,0.0,0.0,0.0,2007
Accident,2007-12-12,United States,Airplane,"Wootton, John",Personal,1.0,0.0,0.0,0.0,2007
Accident,2007-12-13,United States,Airplane,Piper,Personal,0.0,0.0,2.0,0.0,2007
Accident,2007-12-15,United States,Airplane,Mooney,Personal,0.0,1.0,1.0,0.0,2007
Accident,2007-12-21,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2007
Accident,2007-12-26,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2007
Accident,2007-12-26,United States,Airplane,Mooney,Personal,0.0,0.0,2.0,0.0,2007
Accident,2007-12-28,United States,Airplane,Hein,Personal,0.0,1.0,0.0,0.0,2007
Accident,2008-01-01,United States,Airplane,Barnard/Stancil,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-01-01,United States,Airplane,Micco Aircraft Company,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-03,United States,Airplane,Pilatus,Personal,0.0,0.0,0.0,8.0,2008
Accident,2008-01-03,United States,Airplane,Costruzioni Aeronautiche,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-04,United States,Airplane,American Champion (ACAC),Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-05,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-01-05,United States,Airplane,DEAN PATRICK G,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-01-05,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-06,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-07,United States,Airplane,Bellanca,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-10,United States,Airplane,Corsario,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-01-10,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-12,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-12,United States,Airplane,Cessna,Personal,4.0,0.0,0.0,0.0,2008
Accident,2008-01-12,United States,Airplane,Ziermann,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-01-12,United States,Airplane,Cessna,Personal,3.0,0.0,0.0,0.0,2008
Accident,2008-01-12,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-12,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-13,United States,Airplane,Piper,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-01-14,United States,Airplane,DeSousa,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-01-14,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-17,United States,Airplane,Grumman American,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-17,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-01-18,United States,Airplane,Beechcraft,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-01-18,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-01-19,United States,Airplane,Waltermire,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-01-19,United States,Airplane,Quicksilver,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-20,United States,Airplane,Cessna,Personal,4.0,0.0,0.0,0.0,2008
Accident,2008-01-20,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-01-20,United States,Airplane,Luscombe,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-24,United States,Airplane,MacAdams,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-25,United States,Airplane,Piper,Personal,0.0,2.0,0.0,0.0,2008
Accident,2008-01-25,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,2.0,2008
Accident,2008-01-26,United States,Airplane,Phillips,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-01-27,United States,Airplane,Unknown,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-01-27,United States,Airplane,Avid Aircraft,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-28,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-28,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-01-29,United States,Airplane,GRUMMAN,Personal,0.0,0.0,2.0,0.0,2008
Accident,2008-01-30,United States,Airplane,Airborne,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-01-30,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-01-31,United States,Airplane,AirIndus,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-01-31,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-02-01,United States,Airplane,RAYTHEON AIRCRAFT COMPANY,Personal,6.0,0.0,0.0,0.0,2008
Accident,2008-02-01,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-02-01,United States,Airplane,Smith,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-02,United States,Airplane,Bellanca,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-02-02,United States,Airplane,KIDD CHRIS,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-02-02,United States,Airplane,Cessna,Personal,4.0,0.0,0.0,0.0,2008
Accident,2008-02-03,United States,Airplane,KAYLOR J E/STRAHLMANN R L,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-02-03,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-03,United States,Airplane,Kral,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-02-03,United States,Airplane,Squier,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-02-04,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-05,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-02-06,United States,Airplane,American Aviation,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-08,United States,Airplane,Wooters,Personal,3.0,0.0,0.0,0.0,2008
Accident,2008-02-08,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-02-08,United States,Airplane,William P. Crowell,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-02-08,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-02-08,United States,Airplane,Sonex,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-09,United States,Airplane,Piper,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-02-09,United States,Airplane,Plocher,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-09,United States,Airplane,Christen Industries,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-02-09,United States,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-02-10,United States,Airplane,Piper,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-02-10,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-10,United States,Airplane,Malue,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-10,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-10,United States,Airplane,Malue,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-13,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-02-15,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-16,United States,Airplane,Munson,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-02-16,United States,Airplane,LANCAIR,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-02-16,United States,Airplane,Steven Hardie,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-02-16,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-16,United States,Airplane,Clutton Eric,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-17,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-02-17,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-02-18,United States,Airplane,Wilson,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-02-19,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-02-19,United States,Airplane,Aviat,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-20,United States,Airplane,Raytheon,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-21,United States,Airplane,Christer,Personal,0.0,0.0,1.0,1.0,2008
Accident,2008-02-23,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-02-23,United States,Airplane,Hardy,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-23,United States,Airplane,RANS,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-23,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-02-24,United States,Airplane,Shaffer,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-25,United States,Airplane,Waco,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-02-25,United States,Airplane,Piper,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-02-26,United States,Airplane,Bartle,Personal,0.0,0.0,3.0,1.0,2008
Accident,2008-02-26,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-26,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-02-27,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-02-27,United States,Airplane,Cessna,Personal,0.0,2.0,1.0,0.0,2008
Accident,2008-02-28,United States,Airplane,Mooney,Personal,3.0,0.0,0.0,0.0,2008
Accident,2008-02-28,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-02-29,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-01,United States,Airplane,Ulrich Christen,Personal,3.0,0.0,1.0,0.0,2008
Accident,2008-03-01,United States,Airplane,Diamond Aircraft Industries,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-01,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-03-02,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-02,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-02,United States,Airplane,Great Lakes,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-02,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-02,United States,Airplane,North American,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-03,United States,Airplane,RAYTHEON AIRCRAFT COMPANY,Personal,0.0,1.0,1.0,0.0,2008
Accident,2008-03-03,United States,Airplane,Morrison,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-05,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-05,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-03-05,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-05,United States,Airplane,Malue,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-06,United States,Airplane,ROCKWELL,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-06,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-07,United States,Airplane,Malue,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-03-07,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-08,United States,Airplane,Cessna,Personal,1.0,0.0,1.0,0.0,2008
Accident,2008-03-08,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-09,United States,Airplane,Ritter,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-03-09,United States,Airplane,Diamond Aircraft Industries,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-10,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-11,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-03-11,United States,Airplane,Cessna,Personal,0.0,2.0,0.0,1.0,2008
Accident,2008-03-12,United States,Airplane,Spartan,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-13,United States,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-03-13,United States,Airplane,J&J Ultralights,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-03-14,United States,Airplane,Stinson,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-03-14,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-03-15,United States,Airplane,Cirrus Design Corp,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-03-16,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-03-16,United States,Airplane,Mooney,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-03-16,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-16,United States,Airplane,Quad City Ultralight Aircraft,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-18,United States,Airplane,Jenkins,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-03-18,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-18,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-20,United States,Airplane,Cirrus,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-03-20,United States,Airplane,Ercoupe (Eng & Research Corp.),Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-20,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,6.0,2008
Accident,2008-03-20,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-21,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-03-21,United States,Airplane,"Rans, Inc.",Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-22,United States,Airplane,Malue,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-22,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-03-22,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-23,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-25,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-03-25,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-26,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-28,United States,Airplane,Douglas D. Turner,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-28,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-28,United States,Airplane,Beechcraft,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-03-29,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-03-29,United States,Airplane,Hatle,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-03-29,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-29,United States,Airplane,Thomas J. Dorsey,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-03-29,United States,Airplane,Grumman American,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-03-30,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-03-30,United States,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-03-31,United States,Airplane,Jihlavan,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-04-01,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-03,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-03,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-03,United States,Airplane,Koleno,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-04,United States,Airplane,Piper,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-04-04,United States,Airplane,BARDOUCHE,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-04-06,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-06,United States,Airplane,Luscombe,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-04-06,United States,Airplane,SIAI-Marchetti,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-04-06,United States,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-04-06,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-06,United States,Airplane,American Aviation Corp. (AAC),Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-07,United States,Airplane,Glasair,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-04-07,United States,Airplane,Powell,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-07,United States,Airplane,Chech Aircraft Works SPOL SRO,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-04-07,United States,Airplane,CARTWRIGHT H JR/COTTRELL M,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-04-08,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-09,United States,Airplane,Cirrus,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-04-09,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-10,United States,Airplane,RAYTHEON,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-10,United States,Airplane,William E. Furr,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-04-11,United States,Airplane,Grumman American Aviation,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-04-11,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2008
Accident,2008-04-11,United States,Airplane,North American,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-04-11,United States,Airplane,Piper,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-04-12,United States,Airplane,Cessna,Personal,0.0,0.0,2.0,0.0,2008
Accident,2008-04-12,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-04-12,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-12,United States,Airplane,Malue,Personal,0.0,0.0,0.0,3.0,2008
Accident,2008-04-12,United States,Airplane,"Questair, Inc.",Personal,0.0,2.0,0.0,0.0,2008
Accident,2008-04-12,United States,Airplane,Piper,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-04-12,United States,Airplane,Wim J Huisman,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-13,United States,Airplane,Piper,Personal,0.0,1.0,0.0,0.0,2008
Accident,2008-04-13,United States,Airplane,Dayon,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-04-13,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-14,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-04-15,United States,Airplane,Piper,Personal,0.0,1.0,1.0,0.0,2008
Accident,2008-04-17,United States,Airplane,Piper,Personal,0.0,1.0,2.0,0.0,2008
Accident,2008-04-17,United States,Airplane,Emory B. Wood,Personal,1.0,0.0,0.0,0.0,2008
Accident,2008-04-17,United States,Airplane,Murphy Aircraft,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-18,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-18,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-18,United States,Airplane,VELDHUIZEN,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-18,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-04-19,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-04-19,United States,Airplane,TOMBLINGSON-LEATHERS,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-04-19,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-04-19,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-19,United States,Airplane,Carlson,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-19,United States,Airplane,Haecker,Personal,0.0,1.0,0.0,1.0,2008
Accident,2008-04-19,United States,Airplane,North American,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-20,United States,Airplane,Woods,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-04-20,United States,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,2008
Accident,2008-04-20,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-20,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-20,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-20,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-20,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,2.0,2008
Accident,2008-04-20,United States,Airplane,Pierson,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-21,United States,Airplane,Cessna,Personal,0.0,1.0,1.0,0.0,2008
Accident,2008-04-22,United States,Airplane,Cirrus,Personal,3.0,0.0,0.0,0.0,2008
Accident,2008-04-22,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2008
Accident,2008-04-23,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2008
Accident,2008-04-23,United States,Airplane,Champion,Personal,0.0,0.0,0.0,2.0,2008
