Accidents,Date,Country,Aircraft.Category,Make,Purpose.of.flight,Fatal.Injuries,Serious.Injuries,Minor.Injuries,Uninjured,Year
Accident,2014-05-24,United States,Airplane,SIBLEY,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-05-25,United States,Airplane,Piper,Personal,3.0,0.0,1.0,0.0,2014
Accident,2014-05-25,United States,Airplane,EVOLUTION TRIKES,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-05-25,United States,Airplane,DIVIS S L/WALTRIP A J,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-26,United States,Airplane,STOLP STARDUSTER,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-05-26,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-26,United States,Airplane,MEYERS,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-26,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,4.0,2014
Accident,2014-05-26,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-26,United States,Airplane,FLIGHT DESIGN GMBH,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-27,United States,Airplane,AERO COMMANDER,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-27,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-28,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-29,United States,Airplane,MEYERS,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-05-29,United States,Airplane,LUSCOMBE,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-05-30,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-05-30,United States,Airplane,DEHAVILLAND,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-05-30,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-05-31,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-05-31,United States,Airplane,NEBERT,Personal,2.0,0.0,1.0,0.0,2014
Accident,2014-05-31,United States,Airplane,LANDRUM KELLY T,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-05-31,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,1.0,2014
Accident,2014-06-01,United States,Airplane,DIAMOND AIRCRAFT IND INC,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-01,United States,Airplane,Cessna,Personal,0.0,2.0,0.0,2.0,2014
Accident,2014-06-01,United States,Airplane,Cirrus,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-02,United States,Airplane,FREDERICK HAYS-ROTH,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-02,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-03,United States,Airplane,BOEING,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-03,United States,Airplane,PHILLIPS,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-03,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-03,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-04,United States,Airplane,NORTH AMERICAN,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-04,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-04,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-04,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2014
Accident,2014-06-04,United States,Airplane,TEUNIS,Personal,0.0,0.0,2.0,0.0,2014
Accident,2014-06-05,United States,Airplane,JABIRU USA SPORT AIRCRAFT LLC,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-06,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-06,United States,Airplane,AERONCA,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-06,United States,Airplane,Cessna,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-06-06,United States,Airplane,Cessna,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-06-06,United States,Airplane,OFFCHISS EDWARD R,Personal,0.0,0.0,2.0,0.0,2014
Accident,2014-06-06,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-07,United States,Airplane,North Wing,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-07,United States,Airplane,Piper,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-07,United States,Airplane,SKYKITS CORP,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-07,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-07,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-07,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-06-08,United States,Airplane,CRAIG W SHERMAN,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-08,United States,Airplane,BOEING,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-08,United States,Airplane,BELEW MARSHALL D II,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-06-08,United States,Airplane,SCHRIEBER ROBERT L,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-09,United States,Airplane,AMERICAN AVIATION,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-10,United States,Airplane,LIBERTY AEROSPACE INCORPORATED,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-12,United States,Airplane,ADAMS,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-13,United States,Airplane,MEYER CLAIR O,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-13,United States,Airplane,DITTENBER THOMAS J,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-13,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-13,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-13,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-14,United States,Airplane,FLIGHT DESIGN GMBH,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-14,United States,Airplane,JACKSON FRED M,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-15,United States,Airplane,GRUMMAN AMERICAN AVN. CORP.,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-15,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2014
Accident,2014-06-15,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-15,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-06-16,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-16,United States,Airplane,KNAUF,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-16,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-16,United States,Airplane,BAILEY ROBERT,Personal,0.0,1.0,0.0,1.0,2014
Accident,2014-06-16,United States,Airplane,MEYER GEOFFREY A,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-17,United States,Airplane,COLUMBIA AIRCRAFT MFG,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-17,United States,Airplane,CUB CRAFTERS INC,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-17,United States,Airplane,Malue,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-18,United States,Airplane,Piper,Personal,3.0,0.0,0.0,0.0,2014
Accident,2014-06-18,United States,Airplane,Piper,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-06-18,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-19,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-19,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-19,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-19,United States,Airplane,QUICKSILVER ENTERPRISES INC,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-06-20,United States,Airplane,Malue,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-20,United States,Airplane,COSMOS PHASE II,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-20,United States,Airplane,Cessna,Personal,0.0,0.0,2.0,0.0,2014
Accident,2014-06-20,United States,Airplane,Mooney,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-20,United States,Airplane,TAYLOR,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-20,United States,Airplane,SIMMONS WILLIAM E,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-06-20,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-06-21,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-21,United States,Airplane,SCHUMACHER,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-21,United States,Airplane,BRUMWELL,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-06-21,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-21,United States,Airplane,ZACH VANS,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-06-22,United States,Airplane,PARKER,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-22,United States,Airplane,CHRISTEN INDUSTRIES INC,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-22,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-22,United States,Airplane,BOLLINGER ROBERT L,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-22,United States,Airplane,CHRISTEN INDUSTRIES INC,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-22,United States,Airplane,MAZUREK KEITH P,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-06-23,United States,Airplane,LUSCOMBE,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-24,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-25,United States,Airplane,Piper,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-06-25,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-06-26,United States,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-06-26,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-06-27,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-28,United States,Airplane,DOYLE JAMES E,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-28,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-06-28,United States,Airplane,SKYRAIDER,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-06-28,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-28,United States,Airplane,MOONEY AIRPLANE CO INC,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-06-29,United States,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-06-29,United States,Airplane,WACO,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-06-29,United States,Airplane,CZECH SPORT AIRCRAFT AS,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-06-30,United States,Airplane,Piper,Personal,3.0,0.0,0.0,0.0,2014
Accident,2014-07-01,United States,Airplane,JONES,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-01,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,4.0,2014
Accident,2014-07-01,United States,Airplane,KOLB,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-02,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-02,United States,Airplane,Piper,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-07-03,United States,Airplane,WILEY,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-07-03,United States,Airplane,Piper,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-07-03,United States,Airplane,Cessna,Personal,0.0,3.0,1.0,0.0,2014
Accident,2014-07-04,United States,Airplane,SLAUGHTER MIKE,Personal,0.0,1.0,1.0,0.0,2014
Accident,2014-07-04,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,1.0,2014
Accident,2014-07-05,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-05,United States,Airplane,FLIGHT DESIGN GMBH,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-05,United States,Airplane,GLOBE,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-05,United States,Airplane,AERONCA,Personal,0.0,2.0,0.0,1.0,2014
Accident,2014-07-05,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-05,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-05,United States,Airplane,LAWSON RONALD S,Personal,0.0,0.0,1.0,1.0,2014
Accident,2014-07-06,United States,Airplane,Piper,Personal,3.0,0.0,0.0,0.0,2014
Accident,2014-07-06,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-07-06,United States,Airplane,ZUBAIR S KHAN,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-07,United States,Airplane,AMERICAN CHAMPION AIRCRAFT,Personal,1.0,1.0,0.0,0.0,2014
Accident,2014-07-08,United States,Airplane,BAILEY-MOYES MICROLIGHTS,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-07-08,United States,Airplane,Cessna,Personal,0.0,0.0,3.0,0.0,2014
Accident,2014-07-08,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-08,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-08,United States,Airplane,DELCONTE EMIDIO J,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-07-09,United States,Airplane,AERONCA,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-07-10,United States,Airplane,Piper,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-07-10,United States,Airplane,Beechcraft,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-07-10,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-10,United States,Airplane,COSTRUZIONI AERONAUTICHE TECNA,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-10,United States,Airplane,PEKOLA JAMES W,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-11,United States,Airplane,Mooney,Personal,1.0,0.0,1.0,0.0,2014
Accident,2014-07-11,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-11,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-12,United States,Airplane,CULVER,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-12,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-13,United States,Airplane,ALLEN,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-07-13,United States,Airplane,MCKENZIE DOUGLAS E,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-07-13,United States,Airplane,Piper,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-07-14,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-14,United States,Airplane,DANTONIO,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-16,United States,Airplane,HOLMLUND VICTOR P,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-07-16,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-16,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-16,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-16,United States,Airplane,PIPISTREL,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-17,United States,Airplane,GARRAMONE MIKE A,Personal,0.0,0.0,1.0,1.0,2014
Accident,2014-07-17,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2014
Accident,2014-07-17,United States,Airplane,BOEING,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-18,United States,Airplane,DIAMOND AIRCRAFT IND INC,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-18,United States,Airplane,Piper,Personal,0.0,1.0,0.0,1.0,2014
Accident,2014-07-18,United States,Airplane,STINSON,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-19,United States,Airplane,LUSCOMBE,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-07-19,United States,Airplane,Mooney,Personal,3.0,0.0,0.0,0.0,2014
Accident,2014-07-19,United States,Airplane,ERCOUPE,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-07-19,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-19,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,6.0,2014
Accident,2014-07-19,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-20,United States,Airplane,ODEN WELDON PAT,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-20,United States,Airplane,Cessna,Personal,4.0,0.0,0.0,0.0,2014
Accident,2014-07-20,United States,Airplane,Piper,Personal,0.0,1.0,1.0,0.0,2014
Accident,2014-07-20,United States,Airplane,BLACK CHRISTOPHER,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-20,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-21,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-07-21,United States,Airplane,Cessna,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-21,United States,Airplane,BOSCO DON,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-21,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-22,United States,Airplane,Piper,Personal,0.0,0.0,0.0,4.0,2014
Accident,2014-07-22,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-23,United States,Airplane,WILDERODER,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-07-23,United States,Airplane,SILER RONALD E,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-07-23,United States,Airplane,JANNAKOS GREGORY P,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-24,United States,Airplane,Cirrus,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-25,United States,Airplane,WINDER ROBERT S,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-07-26,United States,Airplane,Piper,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-26,United States,Airplane,ROSCHER FREDERICK,Personal,0.0,1.0,0.0,1.0,2014
Accident,2014-07-26,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-26,United States,Airplane,RYAN AERONAUTICAL,Personal,0.0,0.0,2.0,0.0,2014
Accident,2014-07-26,United States,Airplane,AVIAT AIRCRAFT INC,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-27,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-27,United States,Airplane,FEDERSEN WALTER,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-07-27,United States,Airplane,Beechcraft,Personal,0.0,0.0,1.0,1.0,2014
Accident,2014-07-27,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-07-27,United States,Airplane,ERCOUPE,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-07-27,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-28,United States,Airplane,TEMCO,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-28,United States,Airplane,MEYER,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-07-28,United States,Airplane,Piper,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-07-29,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-07-29,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-29,United States,Airplane,SUTTON WILLIAM J,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-30,United States,Airplane,RENDER,Personal,0.0,0.0,2.0,0.0,2014
Accident,2014-07-30,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-31,United States,Airplane,Mooney,Personal,1.0,0.0,1.0,0.0,2014
Accident,2014-07-31,United States,Airplane,ZIMMERMAN,Personal,1.0,0.0,1.0,0.0,2014
Accident,2014-07-31,United States,Airplane,Piper,Personal,0.0,0.0,4.0,0.0,2014
Accident,2014-07-31,United States,Airplane,Piper,Personal,0.0,1.0,0.0,1.0,2014
Accident,2014-07-31,United States,Airplane,AVIAT AIRCRAFT INC,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-07-31,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-01,United States,Airplane,RANS,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-01,United States,Airplane,LARRY KETTERLING,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-08-01,United States,Airplane,Cessna,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-08-02,United States,Airplane,STEVEN R MCNEESE,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-02,United States,Airplane,HANSON LONN,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-08-03,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-03,United States,Airplane,GREAT LAKES,Personal,0.0,2.0,0.0,0.0,2014
Accident,2014-08-04,United States,Airplane,COTE JAMES,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-05,United States,Airplane,DAVID L THOMPSON,Personal,0.0,0.0,2.0,0.0,2014
Accident,2014-08-05,United States,Airplane,CHRISTEN INDUSTRIES INC,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-05,United States,Airplane,DAVID FITZGERALD,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-08-06,United States,Airplane,RAYTHEON AIRCRAFT COMPANY,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-06,United States,Airplane,Piper,Personal,0.0,2.0,0.0,2.0,2014
Accident,2014-08-06,United States,Airplane,PHANTOM AIRCRAFT CO,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-08-08,United States,Airplane,AERONCA,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-08-08,United States,Airplane,JABIRU USA SPORT AIRCRAFT LLC,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-08,United States,Airplane,Piper,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-08-09,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-08-09,United States,Airplane,KITFOX,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-08-09,United States,Airplane,BARGER STEVE M,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-08-09,United States,Airplane,AVIAT,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-10,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,4.0,2014
Accident,2014-08-10,United States,Airplane,Piper,Personal,0.0,0.0,3.0,0.0,2014
Accident,2014-08-10,United States,Airplane,RYAN,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-08-10,United States,Airplane,NELSON,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-10,United States,Airplane,Piper,Personal,1.0,0.0,1.0,0.0,2014
Accident,2014-08-10,United States,Airplane,BIRCHLER BOYD,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-08-10,United States,Airplane,JACKSON JEREMIAH D,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-08-10,United States,Airplane,AERONCA,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-08-10,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-10,United States,Airplane,Piper,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-08-11,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-13,United States,Airplane,Mooney,Personal,0.0,1.0,1.0,0.0,2014
Accident,2014-08-13,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-13,United States,Airplane,Piper,Personal,0.0,1.0,0.0,1.0,2014
Accident,2014-08-14,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,3.0,2014
Accident,2014-08-14,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-15,United States,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,2014
Accident,2014-08-16,United States,Airplane,EIPPER FORMANCE INC,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-16,United States,Airplane,Piper,Personal,1.0,0.0,1.0,0.0,2014
Accident,2014-08-16,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-16,United States,Airplane,NORTH AMERICAN,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-16,United States,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-16,United States,Airplane,DAY WILLIAM L,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-16,United States,Airplane,BOEING,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-17,United States,Airplane,CLIFF,Personal,1.0,0.0,1.0,0.0,2014
Accident,2014-08-17,United States,Airplane,LANCAIR COMPANY,Personal,3.0,0.0,0.0,0.0,2014
Accident,2014-08-17,United States,Airplane,Cessna,Personal,1.0,0.0,1.0,0.0,2014
Accident,2014-08-17,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,2014
Accident,2014-08-18,United States,Airplane,TERRY W. THAYER,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-19,United States,Airplane,Beechcraft,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-08-19,United States,Airplane,BECKER ELMER L,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-08-19,United States,Airplane,FRANKE ROLAND,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-08-20,United States,Airplane,Beechcraft,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-20,United States,Airplane,QUICKSILVER,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-21,United States,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-21,United States,Airplane,THIBAULT MICHAEL L,Personal,0.0,1.0,0.0,0.0,2014
Accident,2014-08-21,United States,Airplane,HERDER MICHAEL,Personal,0.0,0.0,1.0,0.0,2014
Accident,2014-08-22,United States,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,2014
Accident,2014-08-23,United States,Airplane,AMERICAN CHAMPION AIRCRAFT,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-08-23,United States,Airplane,Beechcraft,Personal,1.0,0.0,0.0,0.0,2014
Accident,2014-08-23,United States,Airplane,Piper,Personal,0.0,0.0,1.0,0.0,2014
